order,name,symbol,sector,industry,NIFTY,BANKNIFTY,NIFTYJR,CNX200,NIFTY_MID_SELECT,NIFTYSMLCAP250,NIFTY_TOTAL_MKT,CNX500,NIFTY_MICROCAP250,FO,FYERS_NAME
0,Reliance Industries Limited,RELIANCE,Energy Minerals,Oil Refining/Marketing,True,False,False,True,False,False,True,True,False,True,
1,HDFC Bank Limited,HDFCBANK,Finance,Major Banks,True,True,False,True,False,False,True,True,False,True,
2,Bharti Airtel Limited,BHARTIARTL,Communications,Wireless Telecommunications,True,False,False,True,False,False,True,True,False,True,
3,State Bank of India,SBIN,Finance,Regional Banks,True,True,False,True,False,False,True,True,False,True,
4,ICICI Bank Limited,ICICIBANK,Finance,Regional Banks,True,True,False,True,False,False,True,True,False,True,
5,Tata Consultancy Services Limited,TCS,Technology Services,Information Technology Services,True,False,False,True,False,False,True,True,False,True,
6,Bajaj Finance Limited,BAJFINANCE,Finance,Finance/Rental/Leasing,True,False,False,True,False,False,True,True,False,True,
7,Larsen & Toubro Limited,LT,Industrial Services,Engineering & Construction,True,False,False,True,False,False,True,True,False,True,
8,Infosys Limited,INFY,Technology Services,Information Technology Services,True,False,False,True,False,False,True,True,False,True,
9,Hindustan Unilever Limited,HINDUNILVR,Consumer Non-Durables,Household/Personal Care,True,False,False,True,False,False,True,True,False,True,
10,Life Insurance Corp. of India,LICI,Finance,Life/Health Insurance,False,False,False,False,True,False,True,True,False,True,
11,Maruti Suzuki India Limited,MARUTI,Consumer Durables,Motor Vehicles,True,False,False,True,False,False,True,True,False,True,
12,Axis Bank Limited,AXISBANK,Finance,Major Banks,True,True,False,True,False,False,True,True,False,True,
13,Sun Pharmaceutical Industries Limited,SUNPHARMA,Health Technology,Pharmaceuticals: Major,True,False,False,True,False,False,True,True,False,True,
14,Mahindra & Mahindra Ltd.,M&M,Consumer Durables,Motor Vehicles,True,False,False,True,False,False,True,True,False,True,
15,Titan Company Limited,TITAN,Consumer Durables,Other Consumer Specialties,True,False,False,True,False,False,True,True,False,True,
16,HCL Technologies Limited,HCLTECH,Technology Services,Information Technology Services,True,False,False,True,False,False,True,True,False,True,
17,ITC Limited,ITC,Consumer Non-Durables,Tobacco,True,False,False,True,False,False,True,True,False,True,
18,Kotak Mahindra Bank Limited,KOTAKBANK,Finance,Major Banks,True,True,False,True,False,False,True,True,False,True,
19,NTPC Limited,NTPC,Utilities,Electric Utilities,True,False,False,True,False,False,True,True,False,True,
20,Oil & Natural Gas Corp. Ltd.,ONGC,Energy Minerals,Oil Refining/Marketing,True,False,False,True,False,False,True,True,False,True,
21,UltraTech Cement Limited,ULTRACEMCO,Non-Energy Minerals,Construction Materials,True,False,False,True,False,False,True,True,False,True,
22,Adani Ports & Special Economic Zone Ltd,ADANIPORTS,Transportation,Other Transportation,True,False,False,True,False,False,True,True,False,True,
23,Adani Power Limited,ADANIPOWER,Utilities,Electric Utilities,False,False,True,True,False,False,True,True,False,True,
24,Bharat Electronics Limited,BEL,Electronic Technology,Aerospace & Defense,True,False,False,True,False,False,True,True,False,True,
25,JSW Steel Limited,JSWSTEEL,Non-Energy Minerals,Steel,True,False,False,True,False,False,True,True,False,True,
26,Bajaj Finserv Limited,BAJAJFINSV,Finance,Life/Health Insurance,True,False,False,True,False,False,True,True,False,True,
27,Avenue Supermarts Ltd.,DMART,Retail Trade,Specialty Stores,False,False,True,True,False,False,True,True,False,True,
28,Vedanta Limited,VEDL,Non-Energy Minerals,Aluminum,False,False,True,True,False,False,True,True,False,True,
29,Coal India Ltd.,COALINDIA,Energy Minerals,Coal,True,False,False,True,False,False,True,True,False,True,
30,Power Grid Corporation of India Limited,POWERGRID,Utilities,Alternative Power Generation,True,False,False,True,False,False,True,True,False,True,
31,Adani Enterprises Limited,ADANIENT,Distribution Services,Wholesale Distributors,True,False,False,True,False,False,True,True,False,True,
32,Bajaj Auto Limited,BAJAJ-AUTO,Consumer Durables,Motor Vehicles,True,False,False,True,False,False,True,True,False,True,
33,Hindustan Aeronautics Limited,HAL,Electronic Technology,Aerospace & Defense,False,False,True,True,False,False,True,True,False,True,
34,Tata Steel Limited,TATASTEEL,Non-Energy Minerals,Steel,True,False,False,True,False,False,True,True,False,True,
35,Hindustan Zinc Limited,HINDZINC,Non-Energy Minerals,Other Metals/Minerals,False,False,True,True,False,False,True,True,False,True,
36,Eternal Limited,ETERNAL,Technology Services,Internet Software/Services,True,False,False,True,False,False,True,True,False,True,
37,Nestle India Ltd.,NESTLEIND,Consumer Non-Durables,Food: Major Diversified,True,False,False,True,False,False,True,True,False,True,
38,Asian Paints Ltd.,ASIANPAINT,Process Industries,Industrial Specialties,True,False,False,True,False,False,True,True,False,True,
39,Hindalco Industries Limited,HINDALCO,Non-Energy Minerals,Other Metals/Minerals,True,False,False,True,False,False,True,True,False,True,
40,Wipro Limited,WIPRO,Technology Services,Information Technology Services,True,False,False,True,False,False,True,True,False,True,
41,Indian Oil Corp. Ltd.,IOC,Energy Minerals,Integrated Oil,False,False,True,True,False,False,True,True,False,True,
42,Eicher Motors Limited,EICHERMOT,Consumer Durables,Motor Vehicles,True,False,False,True,False,False,True,True,False,True,
43,Shriram Finance Limited,SHRIRAMFIN,Finance,Finance/Rental/Leasing,True,False,False,True,False,False,True,True,False,True,
44,SBI Life Insurance Co. Ltd.,SBILIFE,Finance,Life/Health Insurance,True,False,False,True,False,False,True,True,False,True,
45,Grasim Industries Ltd.,GRASIM,Non-Energy Minerals,Construction Materials,True,False,False,True,False,False,True,True,False,True,
46,InterGlobe Aviation Ltd,INDIGO,Transportation,Airlines,True,False,False,True,False,False,True,True,False,True,
47,TVS Motor Company Limited 6 % Non-Con Cum Red Pfd Shs 2025-18.08.26,TVSMNCRPS.P1,Consumer Durables,Motor Vehicles,False,False,False,False,False,False,False,False,False,False,
48,TVS Motor Company Limited,TVSMOTOR,Consumer Durables,Motor Vehicles,False,False,True,True,False,False,True,True,False,True,
49,Adani Green Energy Limited,ADANIGREEN,Utilities,Electric Utilities,False,False,True,True,False,False,True,True,False,True,
50,Tata Motors Limited,TMCV,Consumer Durables,Motor Vehicles,False,False,True,True,False,False,True,True,False,False,
51,Jio Financial Services Limited,JIOFIN,Finance,Financial Conglomerates,True,False,False,True,False,False,True,True,False,True,
52,Divi's Laboratories Limited,DIVISLAB,Health Technology,Pharmaceuticals: Major,False,False,True,True,False,False,True,True,False,True,
53,ICICI Prudential Asset Management Company Ltd.,ICICIAMC,Finance,Investment Managers,False,False,False,True,False,False,True,True,False,False,
54,Hyundai Motor India Limited,HYUNDAI,Consumer Durables,Motor Vehicles,False,False,True,True,False,False,True,True,False,True,
55,Bank of Baroda,BANKBARODA,Finance,Major Banks,False,True,True,True,False,False,True,True,False,True,
56,Varun Beverages Ltd.,VBL,Consumer Non-Durables,Beverages: Non-Alcoholic,False,False,True,True,False,False,True,True,False,True,
57,Tech Mahindra Limited,TECHM,Technology Services,Information Technology Services,True,False,False,True,False,False,True,True,False,True,
58,DLF Limited,DLF,Finance,Real Estate Development,False,False,True,True,False,False,True,True,False,True,
59,Union Bank of India Limited,UNIONBANK,Finance,Major Banks,False,True,True,True,False,False,True,True,False,True,
60,Muthoot Finance Ltd,MUTHOOTFIN,Finance,Finance/Rental/Leasing,False,False,True,True,False,False,True,True,False,True,
61,ABB India Limited,ABB,Producer Manufacturing,Electrical Products,False,False,True,True,False,False,True,True,False,True,
62,Trent Limited,TRENT,Retail Trade,Apparel/Footwear Retail,True,False,False,True,False,False,True,True,False,True,
63,Tata Capital Ltd.,TATACAP,Finance,Finance/Rental/Leasing,False,False,True,True,False,False,True,True,False,False,
64,Pidilite Industries Limited,PIDILITIND,Process Industries,Industrial Specialties,False,False,True,True,False,False,True,True,False,True,
65,Power Finance Corporation Limited,PFC,Finance,Finance/Rental/Leasing,False,False,True,True,False,False,True,True,False,True,
66,Torrent Pharmaceuticals Ltd,TORNTPHARM,Health Technology,Pharmaceuticals: Major,False,False,True,True,False,False,True,True,False,True,
67,Britannia Industries Ltd,BRITANNIA,Consumer Non-Durables,Food: Specialty/Candy,False,False,True,True,False,False,True,True,False,True,
68,LTM Limited,LTM,Technology Services,Data Processing Services,False,False,True,True,False,False,True,True,False,True,
69,Cummins India Limited,CUMMINSIND,Producer Manufacturing,Auto Parts: OEM,False,False,True,True,False,False,True,True,False,True,
70,Cholamandalam Investment and Finance Co. Ltd.,CHOLAFIN,Finance,Finance/Rental/Leasing,False,False,True,True,False,False,True,True,False,True,
71,Indian Railway Finance Corp. Ltd.,IRFC,Finance,Finance/Rental/Leasing,False,False,True,True,False,False,True,True,False,True,
72,Bharat Petroleum Corporation Limited,BPCL,Energy Minerals,Oil Refining/Marketing,False,False,True,True,False,False,True,True,False,True,
73,HDFC Life Insurance Co. Ltd.,HDFCLIFE,Finance,Multi-Line Insurance,True,False,False,True,False,False,True,True,False,True,
74,Adani Energy Solutions Ltd,ADANIENSOL,Utilities,Electric Utilities,False,False,True,True,False,False,True,True,False,True,
75,Indian Bank,INDIANB,Finance,Major Banks,False,False,False,True,True,False,True,True,False,True,
76,BSE Ltd.,BSE,Finance,Investment Banks/Brokers,False,False,False,True,True,False,True,True,False,True,
77,Punjab National Bank,PNB,Finance,Major Banks,False,True,True,True,False,False,True,True,False,True,
78,Canara Bank,CANBK,Finance,Major Banks,False,True,True,True,False,False,True,True,False,True,
79,Tata Power Company Limited,TATAPOWER,Utilities,Electric Utilities,False,False,True,True,False,False,True,True,False,True,
80,Samvardhana Motherson International Limited,MOTHERSON,Producer Manufacturing,Auto Parts: OEM,False,False,True,True,False,False,True,True,False,True,
81,Jindal Steel Limited,JINDALSTEL,Non-Energy Minerals,Steel,False,False,True,True,False,False,True,True,False,True,
82,Solar Industries India Limited,SOLARINDS,Process Industries,Industrial Specialties,False,False,True,True,False,False,True,True,False,True,
83,Tata Motors Passenger Vehicles Ltd,TMPV,Consumer Durables,Motor Vehicles,True,False,False,True,False,False,True,True,False,True,
84,Indus Towers Limited,INDUSTOWER,Finance,Finance/Rental/Leasing,False,False,False,True,True,False,True,True,False,True,
85,Hitachi Energy India Limited,POWERINDIA,Electronic Technology,Electronic Equipment/Instruments,False,False,False,True,False,False,True,True,False,True,
86,Siemens Limited,SIEMENS,Producer Manufacturing,Electrical Products,False,False,True,True,False,False,True,True,False,True,
87,Polycab India Ltd.,POLYCAB,Producer Manufacturing,Electrical Products,False,False,False,True,True,False,True,True,False,True,
88,CG Power & Industrial Solutions Ltd,CGPOWER,Producer Manufacturing,Electrical Products,False,False,True,True,False,False,True,True,False,True,
89,Billionbrains Garage Ventures Limited,GROWW,Miscellaneous,Investment Trusts/Mutual Funds,False,False,False,True,False,False,True,True,False,False,
90,Bajaj Holdings & Investment Limited.,BAJAJHLDNG,Finance,Financial Conglomerates,False,False,True,True,False,False,True,True,False,True,
91,Ambuja Cements Limited,AMBUJACEM,Non-Energy Minerals,Construction Materials,False,False,True,True,False,False,True,True,False,True,
92,Godrej Consumer Products Limited,GODREJCP,Consumer Non-Durables,Household/Personal Care,False,False,True,True,False,False,True,True,False,True,
93,HDFC Asset Management Co. Ltd.,HDFCAMC,Finance,Investment Managers,False,False,True,True,False,False,True,True,False,True,
94,Apollo Hospitals Enterprise Limited,APOLLOHOSP,Health Services,Hospital/Nursing Management,True,False,False,True,False,False,True,True,False,True,
95,Bosch Limited,BOSCHLTD,Producer Manufacturing,Auto Parts: OEM,False,False,True,True,False,False,True,True,False,True,
96,Hero Motocorp Limited,HEROMOTOCO,Consumer Durables,Motor Vehicles,False,False,False,True,True,False,True,True,False,True,
97,Tata Consumer Products Limited,TATACONSUM,Consumer Non-Durables,Food: Specialty/Candy,True,False,False,True,False,False,True,True,False,True,
98,Lupin Limited,LUPIN,Health Technology,Pharmaceuticals: Other,False,False,False,True,True,False,True,True,False,True,
99,Ashok Leyland Limited,ASHOKLEY,Producer Manufacturing,Trucks/Construction/Farm Machinery,False,False,False,True,True,False,True,True,False,True,
100,GMR Airports Ltd,GMRAIRPORT,Transportation,Other Transportation,False,False,False,True,False,False,True,True,False,True,
101,GAIL (India) Limited,GAIL,Utilities,Gas Distributors,False,False,True,True,False,False,True,True,False,True,
102,Vodafone Idea Ltd,IDEA,Communications,Wireless Telecommunications,False,False,False,True,False,False,True,True,False,True,
103,Dr. Reddy's Laboratories Ltd.,DRREDDY,Health Technology,Pharmaceuticals: Major,True,False,False,True,False,False,True,True,False,True,
104,Cipla Ltd,CIPLA,Health Technology,Pharmaceuticals: Other,True,False,False,True,False,False,True,True,False,True,
105,LG Electronics India Limited,LGEINDIA,Consumer Durables,Electronics/Appliances,False,False,False,True,False,False,True,True,False,False,
106,Marico Limited,MARICO,Consumer Non-Durables,Household/Personal Care,False,False,False,True,True,False,True,True,False,True,
107,Mazagon Dock Shipbuilders Ltd.,MAZDOCK,Producer Manufacturing,Trucks/Construction/Farm Machinery,False,False,True,True,False,False,True,True,False,True,
108,Siemens Energy India Limited,ENRIN,Producer Manufacturing,Electrical Products,False,False,True,True,False,False,True,True,False,False,
109,GE Vernova T&D India Limited,GVT&D,Producer Manufacturing,Electrical Products,False,False,False,True,False,False,True,True,False,False,
110,Bharat Heavy Electricals Limited,BHEL,Producer Manufacturing,Electrical Products,False,False,False,True,True,False,True,True,False,True,
111,Max Healthcare Institute Ltd,MAXHEALTH,Health Services,Hospital/Nursing Management,True,False,False,True,False,False,True,True,False,True,
112,United Spirits Limited,UNITDSPR,Consumer Non-Durables,Beverages: Alcoholic,False,False,True,True,False,False,True,True,False,True,
113,Indian Hotels Co. Ltd.,INDHOTEL,Consumer Services,Hotels/Resorts/Cruise lines,False,False,True,True,False,False,True,True,False,True,
114,REC Limited,RECLTD,Finance,Finance/Rental/Leasing,False,False,True,True,False,False,True,True,False,True,
115,WAAREE Energies Limited,WAAREEENER,Electronic Technology,Semiconductors,False,False,False,True,False,False,True,True,False,True,
116,Zydus Lifesciences Limited,ZYDUSLIFE,Health Technology,Pharmaceuticals: Major,False,False,True,True,False,False,True,True,False,True,
117,Aditya Birla Capital Ltd.,ABCAPITAL,Finance,Multi-Line Insurance,False,False,False,True,False,False,True,True,False,True,
118,JSW Energy Limited,JSWENERGY,Utilities,Electric Utilities,False,False,False,True,False,False,True,True,False,True,
119,Shree Cement Limited,SHREECEM,Non-Energy Minerals,Construction Materials,False,False,True,True,False,False,True,True,False,True,
120,Lenskart Solutions Limited,LENSKART,Health Technology,Medical Specialties,False,False,False,True,False,False,True,True,False,False,
121,ICICI Lombard General Insurance Co. Ltd.,ICICIGI,Finance,Specialty Insurance,False,False,False,True,False,False,True,True,False,True,
122,Bharat Forge Ltd,BHARATFORG,Producer Manufacturing,Metal Fabrication,False,False,False,True,True,False,True,True,False,True,
123,Persistent Systems Limited,PERSISTENT,Technology Services,Information Technology Services,False,False,False,True,True,False,True,True,False,True,
124,Mankind Pharma Ltd.,MANKIND,Health Technology,Pharmaceuticals: Major,False,False,False,True,False,False,True,True,False,True,
125,NTPC Green Energy Limited,NTPCGREEN,Utilities,Alternative Power Generation,False,False,False,False,False,False,True,True,False,False,
126,Lloyds Metals & Energy Ltd.,LLOYDSME,Non-Energy Minerals,Steel,False,False,False,False,False,False,True,True,False,False,
127,IDBI Bank Limited,IDBI,Finance,Major Banks,False,False,False,False,False,True,True,True,False,False,
128,ICICI Prudential Life Insurance Co. Ltd.,ICICIPRULI,Finance,Life/Health Insurance,False,False,False,False,False,False,True,True,False,True,
129,Havells India Limited,HAVELLS,Producer Manufacturing,Electrical Products,False,False,False,True,False,False,True,True,False,True,
130,Lodha Developers Ltd.,LODHA,Finance,Real Estate Development,False,False,True,True,False,False,True,True,False,True,
131,Aurobindo Pharma Ltd,AUROPHARMA,Health Technology,Pharmaceuticals: Other,False,False,False,True,True,False,True,True,False,True,
132,Hindustan Petroleum Corporation Limited,HINDPETRO,Energy Minerals,Oil Refining/Marketing,False,False,False,True,True,False,True,True,False,True,
133,NHPC Limited,NHPC,Utilities,Electric Utilities,False,False,False,True,False,False,True,True,False,True,
134,Bharti Hexacom Limited,BHARTIHEXA,Communications,Wireless Telecommunications,False,False,False,False,False,False,True,True,False,False,
135,Swiggy Limited,SWIGGY,Transportation,Air Freight/Couriers,False,False,False,True,True,False,True,True,False,True,
136,Dabur India Limited,DABUR,Consumer Non-Durables,Household/Personal Care,False,False,False,True,False,False,True,True,False,True,
137,Oil India Limited,OIL,Energy Minerals,Oil Refining/Marketing,False,False,False,True,False,False,True,True,False,True,
138,National Aluminium Co. Ltd.,NATIONALUM,Non-Energy Minerals,Aluminum,False,False,False,True,False,False,True,True,False,True,
139,Torrent Power Limited,TORNTPOWER,Utilities,Electric Utilities,False,False,False,False,False,False,True,True,False,True,
140,NMDC Limited,NMDC,Non-Energy Minerals,Other Metals/Minerals,False,False,False,True,False,False,True,True,False,True,
141,FSN E-Commerce Ventures Ltd.,NYKAA,Retail Trade,Internet Retail,False,False,False,True,False,False,True,True,False,True,
142,AU Small Finance Bank Limited,AUBANK,Finance,Regional Banks,False,True,False,True,True,False,True,True,False,True,
143,Srf Limited,SRF,Process Industries,Industrial Specialties,False,False,False,True,True,False,True,True,False,True,
144,One 97 Communications Ltd.,PAYTM,Finance,Finance/Rental/Leasing,False,False,False,True,True,False,True,True,False,True,
145,Bajaj Housing Finance Ltd.,BAJAJHFL,Finance,Finance/Rental/Leasing,False,False,False,False,False,False,True,True,False,False,
146,Federal Bank Ltd. (India),FEDERALBNK,Finance,Major Banks,False,True,False,True,False,False,True,True,False,True,
147,PB Fintech Limited,POLICYBZR,Technology Services,Internet Software/Services,False,False,False,True,True,False,True,True,False,True,
148,Meesho Limited,MEESHO,Retail Trade,Apparel/Footwear Retail,False,False,False,False,False,True,True,True,False,False,
149,L&T Finance Ltd,LTF,Finance,Finance/Rental/Leasing,False,False,False,True,False,False,True,True,False,True,
150,General Insurance Corporation of India,GICRE,Finance,Specialty Insurance,False,False,False,False,False,False,True,True,False,False,
151,Steel Authority of India Limited,SAIL,Non-Energy Minerals,Steel,False,False,False,True,False,False,True,True,False,True,
152,Info Edge India Ltd.,NAUKRI,Technology Services,Internet Software/Services,False,False,False,True,True,False,True,True,False,True,
153,Bank of India,BANKINDIA,Finance,Major Banks,False,False,False,True,False,False,True,True,False,True,
154,Indian Overseas Bank,IOB,Finance,Major Banks,False,False,False,False,False,True,True,True,False,False,
155,Multi Commodity Exchange of India Limited,MCX,Finance,Investment Banks/Brokers,False,False,False,True,False,False,True,True,False,True,
156,IndusInd Bank Ltd.,INDUSINDBK,Finance,Major Banks,False,True,False,True,True,False,True,True,False,True,
157,Dixon Technologies (India) Ltd.,DIXON,Electronic Technology,Electronic Production Equipment,False,False,False,True,True,False,True,True,False,True,
158,SBI Cards & Payment Services Ltd,SBICARD,Finance,Finance/Rental/Leasing,False,False,False,True,False,False,True,True,False,True,
159,Fortis Healthcare Ltd.,FORTIS,Health Services,Hospital/Nursing Management,False,False,False,True,True,False,True,True,False,True,
160,UNO Minda Limited,UNOMINDA,Producer Manufacturing,Auto Parts: OEM,False,False,False,False,False,False,True,True,False,True,
161,Alkem Laboratories Ltd.,ALKEM,Health Technology,Pharmaceuticals: Major,False,False,False,True,False,False,True,True,False,True,
162,Oracle Financial Services Software Limited,OFSS,Technology Services,Packaged Software,False,False,False,True,False,False,True,True,False,True,
163,Coromandel International Limited,COROMANDEL,Process Industries,Chemicals: Specialty,False,False,False,True,False,False,True,True,False,False,
164,Jindal Stainless Limited,JSL,Non-Energy Minerals,Steel,False,False,False,False,False,False,True,True,False,False,
165,Adani Total Gas Ltd.,ATGL,Utilities,Gas Distributors,False,False,False,True,False,False,True,True,False,False,
166,Glenmark Pharmaceuticals Limited,GLENMARK,Health Technology,Pharmaceuticals: Major,False,False,False,True,False,False,True,True,False,True,
167,Phoenix Mills Ltd.,PHOENIXLTD,Finance,Real Estate Development,False,False,False,True,False,False,True,True,False,True,
168,Linde India Ltd.,LINDEINDIA,Process Industries,Chemicals: Specialty,False,False,False,False,False,False,True,True,False,False,
169,Schaeffler India Ltd,SCHAEFFLER,Producer Manufacturing,Metal Fabrication,False,False,False,False,False,False,True,True,False,False,
170,Suzlon Energy Ltd,SUZLON,Producer Manufacturing,Electrical Products,False,False,False,True,True,False,True,True,False,True,
171,Yes Bank Limited,YESBANK,Finance,Major Banks,False,True,False,True,True,False,True,True,False,True,
172,Oberoi Realty Limited,OBEROIRLTY,Finance,Real Estate Development,False,False,False,True,False,False,True,True,False,True,
173,Laurus Labs Ltd.,LAURUSLABS,Health Technology,Pharmaceuticals: Major,False,False,False,True,False,False,True,True,False,True,
174,Nippon Life India Asset Management Ltd.,NAM-INDIA,Finance,Investment Managers,False,False,False,False,False,False,True,True,False,True,
175,Rail Vikas Nigam Ltd.,RVNL,Industrial Services,Engineering & Construction,False,False,False,True,False,False,True,True,False,True,
176,Prestige Estates Projects Limited,PRESTIGE,Finance,Real Estate Development,False,False,False,True,False,False,True,True,False,True,
177,APL Apollo Tubes Limited,APLAPOLLO,Non-Energy Minerals,Steel,False,False,False,True,False,False,True,True,False,True,
178,IDFC First Bank Ltd.,IDFCFIRSTB,Finance,Regional Banks,False,True,False,True,False,False,True,True,False,True,
179,Biocon Limited,BIOCON,Health Technology,Pharmaceuticals: Major,False,False,False,True,False,False,True,True,False,True,
180,MRF Limited,MRF,Consumer Durables,Automotive Aftermarket,False,False,False,True,False,False,True,True,False,False,
181,Abbott India Limited,ABBOTINDIA,Health Technology,Pharmaceuticals: Major,False,False,False,False,False,False,True,True,False,False,
182,Max Financial Services Limited,MFSL,Finance,Life/Health Insurance,False,False,False,True,False,False,True,True,False,True,
183,Piramal Finance Limited,PIRAMALFIN,Finance,Finance/Rental/Leasing,False,False,False,False,False,True,True,True,False,False,
184,Vishal Mega Mart Ltd.,VMM,Retail Trade,Apparel/Footwear Retail,False,False,False,True,False,False,True,True,False,True,
185,Sundaram Finance Limited,SUNDARMFIN,Finance,Finance/Rental/Leasing,False,False,False,False,False,False,True,True,False,False,
186,UPL Limited,UPL,Process Industries,Chemicals: Agricultural,False,False,False,True,False,False,True,True,False,True,
187,Bank of Maharashtra,MAHABANK,Finance,Major Banks,False,False,False,False,False,False,True,True,False,False,
188,Fertilizers & Chemicals Travancore Ltd.,FACT,Process Industries,Chemicals: Agricultural,False,False,False,False,False,True,True,True,False,False,
189,Tube Investments of India Limited,TIINDIA,Non-Energy Minerals,Steel,False,False,False,True,False,False,True,True,False,True,
190,JSW Infrastructure Limited,JSWINFRA,Industrial Services,Engineering & Construction,False,False,False,False,False,False,True,True,False,False,
191,HDB Financial Services Limited,HDBFS,Finance,Finance/Rental/Leasing,False,False,False,False,False,False,True,True,False,False,
192,Colgate-Palmolive (India) Limited,COLPAL,Consumer Non-Durables,Household/Personal Care,False,False,False,True,False,False,True,True,False,True,
193,Godrej Properties Limited,GODREJPROP,Finance,Real Estate Development,False,False,False,True,False,False,True,True,False,True,
194,Patanjali Foods Limited,PATANJALI,Process Industries,Agricultural Commodities/Milling,False,False,False,True,False,False,True,True,False,True,
195,Hindustan Copper Ltd,HINDCOPPER,Non-Energy Minerals,Other Metals/Minerals,False,False,False,False,False,True,True,True,False,False,
196,Berger Paints India Limited,BERGEPAINT,Process Industries,Industrial Specialties,False,False,False,False,False,False,True,True,False,False,
197,Knowledge Realty Trust,KRT.RR,Finance,Real Estate Investment Trusts,False,False,False,False,False,False,False,False,False,False,
198,Supreme Industries Limited,SUPREMEIND,Producer Manufacturing,Miscellaneous Manufacturing,False,False,False,True,False,False,True,True,False,True,
199,Bharat Dynamics Ltd.,BDL,Electronic Technology,Aerospace & Defense,False,False,False,True,False,False,True,True,False,True,
200,Kalyan Jewellers India Ltd.,KALYANKJIL,Retail Trade,Specialty Stores,False,False,False,True,False,False,True,True,False,True,
201,Motilal Oswal Financial Services Limited,MOTILALOFS,Technology Services,Internet Software/Services,False,False,False,True,False,False,True,True,False,True,
202,Mphasis Limited,MPHASIS,Technology Services,Packaged Software,False,False,False,True,False,False,True,True,False,True,
203,PI Industries Limited,PIIND,Process Industries,Chemicals: Specialty,False,False,False,True,False,False,True,True,False,True,
204,Premier Energies Limited,PREMIERENE,Electronic Technology,Semiconductors,False,False,False,True,False,False,True,True,False,True,
205,KEI Industries Limited,KEI,Producer Manufacturing,Electrical Products,False,False,False,True,False,False,True,True,False,True,
206,Balkrishna Industries Limited,BALKRISIND,Consumer Durables,Automotive Aftermarket,False,False,False,False,False,False,True,True,False,False,
207,J.K. Cement Ltd.,JKCEMENT,Non-Energy Minerals,Construction Materials,False,False,False,False,False,False,True,True,False,False,
208,Indian Railway Catering & Tourism Corp. Ltd.,IRCTC,Consumer Services,Other Consumer Services,False,False,False,True,False,False,True,True,False,False,
209,Coforge Limited,COFORGE,Technology Services,Information Technology Services,False,False,False,True,False,False,True,True,False,True,
210,APAR Industries Limited,APARINDS,Electronic Technology,Electronic Equipment/Instruments,False,False,False,False,False,False,True,True,False,False,
211,Tata Communications Limited,TATACOMM,Communications,Major Telecommunications,False,False,False,True,False,False,True,True,False,False,
212,Voltas Limited,VOLTAS,Producer Manufacturing,Industrial Machinery,False,False,False,True,False,False,True,True,False,True,
213,Embassy Office Parks REIT,EMBASSY.RR,Finance,Real Estate Investment Trusts,False,False,False,False,False,False,False,False,False,False,
214,Mahindra & Mahindra Financial Services Ltd.,M&MFIN,Finance,Finance/Rental/Leasing,False,False,False,True,False,False,True,True,False,False,
215,Astral Limited,ASTRAL,Producer Manufacturing,Miscellaneous Manufacturing,False,False,False,True,False,False,True,True,False,True,
216,Petronet Lng Limited,PETRONET,Utilities,Gas Distributors,False,False,False,False,False,False,True,True,False,True,
217,GlaxoSmithKline Pharmaceuticals Limited,GLAXO,Health Technology,Pharmaceuticals: Major,False,False,False,False,False,False,True,True,False,False,
218,360 One Wam Limited,360ONE,Finance,Investment Managers,False,False,False,True,False,False,True,True,False,True,
219,United Breweries Limited,UBL,Consumer Non-Durables,Beverages: Alcoholic,False,False,False,False,False,False,True,True,False,False,
220,Page Industries Limited,PAGEIND,Consumer Non-Durables,Apparel/Footwear,False,False,False,True,False,False,True,True,False,True,
221,Thermax Limited.,THERMAX,Producer Manufacturing,Industrial Machinery,False,False,False,False,False,False,True,True,False,False,
222,Anthem Biosciences Limited,ANTHEM,Health Technology,Biotechnology,False,False,False,False,False,False,True,True,False,False,
223,Authum Investment & Infrastucture Ltd,AIIL,Finance,Financial Conglomerates,False,False,False,False,False,False,True,True,False,False,
224,NLC India Limited,NLCINDIA,Utilities,Electric Utilities,False,False,False,False,False,False,True,True,False,False,
225,Radico Khaitan Limited,RADICO,Consumer Non-Durables,Beverages: Alcoholic,False,False,False,True,False,False,True,True,False,False,
226,IPCA Laboratories Limited,IPCALAB,Health Technology,Pharmaceuticals: Major,False,False,False,False,False,False,True,True,False,False,
227,Housing & Urban Development Corp. Ltd.,HUDCO,Finance,Finance/Rental/Leasing,False,False,False,True,False,False,True,True,False,True,
228,Gujarat Fluorochemicals Ltd.,FLUOROCHEM,Process Industries,Chemicals: Specialty,False,False,False,False,False,False,True,True,False,False,
229,Cochin Shipyard Limited,COCHINSHIP,Producer Manufacturing,Trucks/Construction/Farm Machinery,False,False,False,True,False,False,True,True,False,True,
230,Container Corporation of India Limited,CONCOR,Transportation,Railroads,False,False,False,True,False,False,True,True,False,True,
231,Dalmia Bharat Ltd.,DALBHARAT,Producer Manufacturing,Miscellaneous Manufacturing,False,False,False,False,False,False,True,True,False,True,
232,L&T Technology Services Ltd.,LTTS,Commercial Services,Miscellaneous Commercial Services,False,False,False,False,False,False,True,True,False,False,
233,3M India Limited,3MINDIA,Producer Manufacturing,Industrial Conglomerates,False,False,False,False,False,False,True,True,False,False,
